match_id,date,home_team,away_team,tournament_phase,day_of_week,time_slot,city,broadcaster,past_viewership_avg_millions,viewership_tv_millions,viewership_digital_millions,total_viewership_millions,marquee_match,rivalry_match,weather_rain,ad_inventory_price_lakhs
IPL2018-02419,05-04-2018,Lucknow Super Giants,Sunrisers Hyderabad,League,Thursday,Prime,Lucknow,JioCinema,8.88,7.326893099,11.68341115,19.01,0,0,1,148.04
IPL2018-02420,13-05-2018,Sunrisers Hyderabad,Kolkata Knight Riders,League,Sunday,Afternoon,Ahmedabad,Star Sports,3.6,3.31,2.95,6.26,0,0,0,30.7
IPL2018-02421,02-05-2018,Rajasthan Royals,Chennai Super Kings,League,Wednesday,Late,Chandigarh,Star Sports,5,4.26,5.53,9.79,0,0,0,40.12
IPL2018-02422,18-03-2018,Chennai Super Kings,Delhi Capitals,League,Sunday,Afternoon,Hyderabad,DD Sports,2.69,2.03,4.18,6.21,0,0,0,22.75
IPL2018-02423,24-06-2018,Kolkata Knight Riders,Mumbai Indians,League,Sunday,Afternoon,Chandigarh,Star Sports,4.45,4.96,4.03,8.99,1,0,0,43.31
IPL2018-02424,20-04-2018,Rajasthan Royals,Lucknow Super Giants,League,Friday,Prime,Mumbai,Star Sports,8.82,7.167097287,9.894084104,17.06,0,0,1,122.43
IPL2018-02425,20-04-2018,Mumbai Indians,Punjab Kings,League,Friday,Late,Ahmedabad,DD Sports,4.55,5.28,4.5,9.78,0,0,0,46.13
IPL2018-02426,04-04-2018,Kolkata Knight Riders,Chennai Super Kings,League,Wednesday,Afternoon,Kolkata,DD Sports,2.74,2.56,4.11,6.67,0,0,0,29.98
IPL2018-02427,08-04-2018,Mumbai Indians,Royal Challengers Bangalore,League,Sunday,Afternoon,Jaipur,Star Sports,3.85,3.21,3.76,6.97,0,1,0,33.34
IPL2018-02428,19-04-2018,Chennai Super Kings,Kolkata Knight Riders,League,Thursday,Late,Hyderabad,Star Sports,5.22,4.68,5.42,10.1,0,0,0,49.92
IPL2018-02429,01-05-2018,Gujarat Titans,Sunrisers Hyderabad,League,Tuesday,Late,Lucknow,JioCinema,5.76,4.96,6.35,11.31,0,0,0,54.79
IPL2018-02430,24-04-2018,Lucknow Super Giants,Gujarat Titans,League,Tuesday,Late,Ahmedabad,Star Sports,5.41,5.67,6.03,11.7,0,0,0,48.14
IPL2018-02431,06-04-2018,Sunrisers Hyderabad,Kolkata Knight Riders,Semi-Final,Friday,Late,Delhi,Star Sports,8.69,7.54,8.73,16.27,0,0,0,92.83
IPL2018-02432,31-03-2018,Rajasthan Royals,Lucknow Super Giants,League,Saturday,Afternoon,Bengaluru,DD Sports,2.84,3.32,2.32,5.64,0,0,0,27.42
IPL2018-02433,30-03-2018,Delhi Capitals,Lucknow Super Giants,League,Friday,Late,Delhi,Star Sports,6.22,6.37,6.28,12.65,0,0,0,56.85
IPL2018-02434,16-05-2018,Rajasthan Royals,Kolkata Knight Riders,Qualifier,Wednesday,Afternoon,Bengaluru,JioCinema,3.03,4.9,2.36,7.26,0,0,0,39.55
IPL2018-02435,12-05-2018,Gujarat Titans,Chennai Super Kings,League,Saturday,Prime,Kolkata,JioCinema,9.81,8.1,9.75,17.85,0,0,0,124.58
IPL2018-02436,28-04-2018,Rajasthan Royals,Delhi Capitals,League,Saturday,Afternoon,Lucknow,Star Sports,2.47,2.84,3.71,6.55,0,0,0,28.35
IPL2018-02437,16-05-2018,Mumbai Indians,Rajasthan Royals,League,Wednesday,Late,Hyderabad,DD Sports,5.4,4.57,5.53,10.1,0,0,0,45.74
IPL2018-02438,13-04-2018,Mumbai Indians,Royal Challengers Bangalore,League,Friday,Afternoon,Chennai,JioCinema,3.81,3.29,3.09,6.38,0,1,0,24.87
IPL2018-02439,09-05-2018,Punjab Kings,Royal Challengers Bangalore,League,Wednesday,Afternoon,Jaipur,DD Sports,4.73,5.5,3.87,9.37,0,0,0,37.37
IPL2018-02440,29-04-2018,Royal Challengers Bangalore,Mumbai Indians,Eliminator,Sunday,Afternoon,Bengaluru,JioCinema,3.88,4.05,2.96,7.01,0,0,0,37.16
IPL2018-02441,09-05-2018,Royal Challengers Bangalore,Chennai Super Kings,League,Wednesday,Late,Delhi,Star Sports,7.57,6.96,7.42,14.38,1,0,0,61.26
IPL2018-02442,29-03-2018,Sunrisers Hyderabad,Chennai Super Kings,League,Thursday,Afternoon,Hyderabad,DD Sports,3.27,4.16,2.84,7,0,0,0,33.22
IPL2018-02443,17-03-2018,Chennai Super Kings,Delhi Capitals,League,Saturday,Late,Delhi,DD Sports,5.01,4.4,4.07,8.47,0,0,0,36.95
IPL2018-02444,22-04-2018,Rajasthan Royals,Kolkata Knight Riders,League,Sunday,Afternoon,Ahmedabad,DD Sports,3.71,2.32,6.34,8.66,0,0,0,31.41
IPL2018-02445,09-04-2018,Punjab Kings,Gujarat Titans,League,Monday,Late,Chennai,DD Sports,5.83,5.79,5.77,11.56,0,0,0,46.19
IPL2018-02446,19-03-2018,Punjab Kings,Mumbai Indians,League,Monday,Late,Delhi,JioCinema,5.09,4.91,6.32,11.23,0,0,0,44.32
IPL2018-02447,22-05-2018,Sunrisers Hyderabad,Royal Challengers Bangalore,League,Tuesday,Prime,Delhi,JioCinema,10.53,9.39,12.27,21.66,0,0,0,173.15
IPL2018-02448,12-05-2018,Chennai Super Kings,Sunrisers Hyderabad,League,Saturday,Afternoon,Mumbai,Star Sports,2.6,1.93,3.1,5.03,0,0,0,22.53
IPL2018-02449,24-04-2018,Chennai Super Kings,Delhi Capitals,Qualifier,Tuesday,Late,Ahmedabad,DD Sports,5.51,5.57,5.66,11.23,0,0,0,59.05
IPL2018-02450,01-04-2018,Punjab Kings,Chennai Super Kings,League,Sunday,Late,Mumbai,DD Sports,6.04,4.65,6.15,10.8,0,0,0,40.81
IPL2018-02451,21-03-2018,Gujarat Titans,Lucknow Super Giants,League,Wednesday,Late,Hyderabad,Star Sports,4.31,4.26,4.84,9.1,0,0,0,35.18
IPL2018-02452,18-03-2018,Kolkata Knight Riders,Mumbai Indians,Eliminator,Sunday,Afternoon,Chennai,DD Sports,3.71,4.44,3.17,7.61,1,0,0,46.25
IPL2018-02453,05-04-2018,Gujarat Titans,Delhi Capitals,League,Thursday,Afternoon,Delhi,Star Sports,3.32,2.431620695,2.740203265,5.17,0,0,1,24.08
IPL2018-02454,04-05-2018,Mumbai Indians,Rajasthan Royals,Semi-Final,Friday,Afternoon,Delhi,DD Sports,3.98,4.11,3.84,7.95,0,0,0,41.96
IPL2018-02455,09-04-2018,Punjab Kings,Rajasthan Royals,Semi-Final,Monday,Prime,Hyderabad,JioCinema,12.02,10.05307296,14.3545916,24.41,0,0,1,207.05
IPL2018-02456,28-04-2018,Sunrisers Hyderabad,Delhi Capitals,League,Saturday,Afternoon,Delhi,JioCinema,2,2.76,2.34,5.1,0,0,0,23.39
IPL2018-02457,30-04-2018,Lucknow Super Giants,Chennai Super Kings,League,Monday,Afternoon,Jaipur,DD Sports,2.67,2.95,1.99,4.94,0,0,0,20.16
IPL2018-02458,03-05-2018,Chennai Super Kings,Lucknow Super Giants,League,Thursday,Late,Chennai,DD Sports,4.49,3.66,4.33,7.99,0,0,0,30.32
IPL2018-02459,20-03-2018,Gujarat Titans,Kolkata Knight Riders,League,Tuesday,Afternoon,Chandigarh,Star Sports,2.28,2.48,2.83,5.31,0,0,0,25.28
IPL2018-02460,02-04-2018,Punjab Kings,Chennai Super Kings,League,Monday,Prime,Lucknow,Star Sports,8.28,8.294268965,8.129656278,16.42,0,0,1,113.14
IPL2018-02461,28-04-2018,Royal Challengers Bangalore,Mumbai Indians,League,Saturday,Afternoon,Chennai,DD Sports,3.17,3.25,3.81,7.06,0,0,0,31.68
IPL2018-02462,01-06-2018,Lucknow Super Giants,Royal Challengers Bangalore,League,Friday,Late,Bengaluru,Star Sports,6.23,5.21,6.97,12.18,0,0,0,52.79
IPL2018-02463,19-05-2018,Rajasthan Royals,Kolkata Knight Riders,League,Saturday,Late,Bengaluru,Star Sports,5.34,4.188026729,5.881300489,10.07,0,0,1,43.56
IPL2018-02464,23-04-2018,Kolkata Knight Riders,Delhi Capitals,League,Monday,Prime,Mumbai,JioCinema,8.44,8.77,8.81,17.58,0,0,0,146.57
IPL2018-02465,23-05-2018,Gujarat Titans,Punjab Kings,Eliminator,Wednesday,Afternoon,Mumbai,DD Sports,3.94,3.78,3.11,6.89,0,0,0,39.63
IPL2018-02466,23-04-2018,Rajasthan Royals,Punjab Kings,League,Monday,Afternoon,Bengaluru,JioCinema,4.37,3.460185689,4.658206429,8.12,0,0,1,31.16
IPL2018-02467,23-03-2018,Lucknow Super Giants,Chennai Super Kings,Eliminator,Friday,Afternoon,Delhi,DD Sports,2.87,3.13,3.66,6.79,0,0,0,38.26
IPL2018-02468,03-05-2018,Punjab Kings,Royal Challengers Bangalore,League,Thursday,Late,Lucknow,JioCinema,5.02,4.66,7.12,11.78,0,0,0,48.26
IPL2018-02469,20-05-2018,Royal Challengers Bangalore,Delhi Capitals,League,Sunday,Prime,Jaipur,DD Sports,8.6,8.95,10.12,19.07,0,0,0,152.39
IPL2018-02470,15-06-2018,Gujarat Titans,Sunrisers Hyderabad,League,Friday,Afternoon,Chandigarh,JioCinema,2.36,3.51,2.17,5.68,0,0,0,28.39
IPL2018-02471,05-04-2018,Sunrisers Hyderabad,Mumbai Indians,Eliminator,Thursday,Late,Bengaluru,Star Sports,6.52,6.117004301,7.005133408,13.12,0,0,1,58.95
IPL2018-02472,28-03-2018,Kolkata Knight Riders,Delhi Capitals,League,Wednesday,Prime,Kolkata,DD Sports,9.21,8.25,9.51,17.76,0,0,0,133.28
IPL2018-02473,09-05-2018,Punjab Kings,Lucknow Super Giants,League,Wednesday,Afternoon,Chandigarh,Star Sports,3.52,2.22,3.67,5.89,0,0,0,28.18
IPL2018-02474,26-04-2018,Delhi Capitals,Lucknow Super Giants,Semi-Final,Thursday,Afternoon,Jaipur,JioCinema,5.45,4.67,4.89,9.56,0,0,0,56.11
IPL2018-02475,24-04-2018,Chennai Super Kings,Delhi Capitals,League,Tuesday,Late,Bengaluru,JioCinema,5.43,5.12,5.26,10.38,0,0,0,39.99
IPL2018-02476,23-05-2018,Chennai Super Kings,Kolkata Knight Riders,League,Wednesday,Afternoon,Hyderabad,Star Sports,2.92,2.56,2.95,5.51,0,0,0,25.7
IPL2018-02477,08-05-2018,Royal Challengers Bangalore,Delhi Capitals,League,Tuesday,Prime,Chennai,JioCinema,9.57,8.26,10.03,18.29,0,0,0,130.63
IPL2018-02478,29-04-2018,Royal Challengers Bangalore,Sunrisers Hyderabad,League,Sunday,Prime,Kolkata,DD Sports,8.97,8.61,9.62,18.23,0,0,0,150.59
IPL2018-02479,07-04-2018,Mumbai Indians,Punjab Kings,League,Saturday,Late,Hyderabad,DD Sports,4.96,4.48,5.75,10.23,0,0,0,40.69
IPL2018-02480,06-05-2018,Kolkata Knight Riders,Punjab Kings,League,Sunday,Prime,Bengaluru,Star Sports,8.13,7.94,8.61,16.55,0,0,0,111.83
IPL2018-02481,27-03-2018,Royal Challengers Bangalore,Delhi Capitals,Semi-Final,Tuesday,Late,Mumbai,DD Sports,8.73,7.88,8.73,16.61,0,0,0,96.39
IPL2018-02482,23-04-2018,Sunrisers Hyderabad,Kolkata Knight Riders,Semi-Final,Monday,Late,Delhi,Star Sports,8.75,8.19,10.23,18.42,0,0,0,87.07
IPL2018-02483,15-04-2018,Kolkata Knight Riders,Lucknow Super Giants,League,Sunday,Prime,Delhi,DD Sports,8.5,8.95,8.73,17.68,0,0,0,143.69
IPL2018-02484,23-03-2018,Punjab Kings,Rajasthan Royals,League,Friday,Afternoon,Jaipur,DD Sports,3.92,3.15,3.75,6.9,0,0,0,25.94
IPL2018-02485,26-04-2018,Royal Challengers Bangalore,Lucknow Super Giants,League,Thursday,Afternoon,Lucknow,DD Sports,3.95,2.65,3.37,6.02,0,0,0,27.26
IPL2018-02486,05-04-2018,Royal Challengers Bangalore,Chennai Super Kings,League,Thursday,Afternoon,Ahmedabad,JioCinema,3.62,2.6,5.37,7.97,1,0,0,32.38
IPL2018-02487,26-04-2018,Gujarat Titans,Rajasthan Royals,Semi-Final,Thursday,Late,Chennai,Star Sports,6.48,5.581821729,9.20948379,14.79,0,0,1,77.05
IPL2018-02488,30-03-2018,Lucknow Super Giants,Kolkata Knight Riders,League,Friday,Afternoon,Chandigarh,Star Sports,1.98,2.96,1.15,4.11,0,0,0,16.89
IPL2018-02489,09-05-2018,Delhi Capitals,Chennai Super Kings,League,Wednesday,Late,Ahmedabad,Star Sports,5.98,5.62,7.11,12.73,0,0,0,60.45
IPL2018-02490,08-06-2018,Mumbai Indians,Delhi Capitals,League,Friday,Afternoon,Chennai,JioCinema,3.22,3.151210879,1.414771593,4.57,0,0,1,22.53
IPL2018-02491,27-03-2018,Lucknow Super Giants,Chennai Super Kings,League,Tuesday,Late,Lucknow,DD Sports,4.91,4.35,5.87,10.22,0,0,0,48.23
IPL2018-02492,30-03-2018,Punjab Kings,Lucknow Super Giants,League,Friday,Late,Delhi,JioCinema,6.69,6.44,5.75,12.19,0,0,0,54.67
IPL2018-02493,25-03-2018,Lucknow Super Giants,Gujarat Titans,League,Sunday,Prime,Lucknow,Star Sports,7.68,9.14,6.62,15.76,0,0,0,117.8
IPL2018-02494,11-04-2018,Lucknow Super Giants,Punjab Kings,League,Wednesday,Late,Bengaluru,DD Sports,5.76,4.95,6.53,11.48,0,0,0,50.65
IPL2018-02495,25-04-2018,Gujarat Titans,Kolkata Knight Riders,League,Wednesday,Afternoon,Ahmedabad,Star Sports,2.31,2.78,1.66,4.44,0,0,0,20.21
IPL2018-02496,04-05-2018,Chennai Super Kings,Mumbai Indians,League,Friday,Late,Jaipur,DD Sports,8.37,7.53,8.96,16.49,1,1,0,63.87
IPL2018-02497,22-04-2018,Gujarat Titans,Punjab Kings,League,Sunday,Prime,Hyderabad,Star Sports,8.37,7.86,10.32,18.18,0,0,0,117.7
IPL2018-02498,03-05-2018,Royal Challengers Bangalore,Chennai Super Kings,League,Thursday,Late,Chandigarh,JioCinema,9.33,8.52,8.61,17.13,1,0,0,75.71
IPL2018-02499,14-04-2018,Punjab Kings,Rajasthan Royals,League,Saturday,Prime,Kolkata,DD Sports,10.37,9.13,11.46,20.59,0,0,0,139.56
IPL2018-02500,05-04-2018,Gujarat Titans,Delhi Capitals,League,Thursday,Late,Delhi,Star Sports,5.18,5.79,5.39,11.18,0,0,0,53.49
IPL2018-02501,30-03-2018,Punjab Kings,Rajasthan Royals,League,Friday,Afternoon,Chandigarh,DD Sports,2.09,1.5,3.24,4.74,0,0,0,20.52
IPL2018-02502,12-04-2018,Delhi Capitals,Royal Challengers Bangalore,League,Thursday,Afternoon,Hyderabad,Star Sports,2.97,1.817081293,3.696389336,5.51,0,0,1,24.31
IPL2018-02503,31-03-2018,Rajasthan Royals,Kolkata Knight Riders,League,Saturday,Late,Delhi,DD Sports,4.91,4.81,4.79,9.6,0,0,0,40.31
IPL2018-02504,24-04-2018,Sunrisers Hyderabad,Gujarat Titans,League,Tuesday,Late,Chandigarh,Star Sports,6.17,5.65,6.35,12,0,0,0,49.87
IPL2018-02505,31-03-2018,Royal Challengers Bangalore,Rajasthan Royals,League,Saturday,Afternoon,Ahmedabad,DD Sports,3.85,3.69,2.57,6.26,0,0,0,27.28
IPL2018-02506,06-04-2018,Rajasthan Royals,Lucknow Super Giants,Eliminator,Friday,Late,Delhi,Star Sports,5.66,6.01,7.12,13.13,0,0,0,60.92
IPL2018-02507,16-05-2018,Rajasthan Royals,Kolkata Knight Riders,League,Wednesday,Prime,Ahmedabad,JioCinema,8.94,8.82,9.42,18.24,0,0,0,134.7
IPL2018-02508,20-05-2018,Delhi Capitals,Kolkata Knight Riders,League,Sunday,Afternoon,Kolkata,Star Sports,3.85,3.3,3.59,6.89,0,0,0,25.93
IPL2018-02509,18-05-2018,Gujarat Titans,Delhi Capitals,League,Friday,Prime,Hyderabad,JioCinema,7.99,8,8.27,16.27,0,0,0,118.25
IPL2018-02510,15-04-2018,Mumbai Indians,Rajasthan Royals,Eliminator,Sunday,Prime,Ahmedabad,DD Sports,11.16,11.5,10.85,22.35,0,0,0,198.39
IPL2018-02511,05-04-2018,Sunrisers Hyderabad,Kolkata Knight Riders,League,Thursday,Prime,Mumbai,JioCinema,9.83,8.2,10.93,19.13,0,0,0,146.61
IPL2018-02512,28-04-2018,Royal Challengers Bangalore,Rajasthan Royals,League,Saturday,Afternoon,Chennai,JioCinema,2.92,2.7,3.74,6.44,0,0,0,27.41
IPL2018-02513,31-03-2018,Lucknow Super Giants,Royal Challengers Bangalore,League,Saturday,Prime,Chandigarh,JioCinema,9.2,8.05,8.81,16.86,0,0,0,110.17
IPL2018-02514,05-05-2018,Kolkata Knight Riders,Rajasthan Royals,League,Saturday,Late,Kolkata,JioCinema,5.87,5.47,5.35,10.82,0,0,0,42.92
IPL2018-02515,04-04-2018,Lucknow Super Giants,Delhi Capitals,League,Wednesday,Prime,Kolkata,Star Sports,9.01,9.35,8.96,18.31,0,0,0,116.61
IPL2018-02516,11-04-2018,Kolkata Knight Riders,Chennai Super Kings,Qualifier,Wednesday,Late,Hyderabad,JioCinema,4.99,5.73,5.7,11.43,0,0,0,62.97
IPL2018-02517,06-05-2018,Mumbai Indians,Royal Challengers Bangalore,League,Sunday,Afternoon,Delhi,Star Sports,2.62,4.31,1.82,6.13,0,1,0,25.15
IPL2018-02518,21-03-2018,Punjab Kings,Chennai Super Kings,League,Wednesday,Afternoon,Hyderabad,DD Sports,1.79,1.54,2.62,4.16,0,0,0,19.98
IPL2018-02519,05-04-2018,Punjab Kings,Chennai Super Kings,League,Thursday,Afternoon,Lucknow,Star Sports,2.92,2.39,1.42,3.81,0,0,0,18.74
IPL2018-02520,25-04-2018,Punjab Kings,Gujarat Titans,League,Wednesday,Prime,Chennai,JioCinema,8.91,9.21,8.67,17.88,0,0,0,115.95
IPL2018-02521,01-05-2018,Rajasthan Royals,Delhi Capitals,Qualifier,Tuesday,Prime,Delhi,Star Sports,10.13,10.02,11.01,21.03,0,0,0,198.97
IPL2018-02522,26-04-2018,Delhi Capitals,Sunrisers Hyderabad,League,Thursday,Late,Kolkata,JioCinema,6.28,5.25,6.24,11.49,0,0,0,45.35
IPL2018-02523,11-04-2018,Kolkata Knight Riders,Lucknow Super Giants,League,Wednesday,Prime,Jaipur,Star Sports,9.24,8.42,10.13,18.55,0,0,0,151.81
IPL2018-02524,09-05-2018,Mumbai Indians,Sunrisers Hyderabad,League,Wednesday,Late,Kolkata,DD Sports,5.15,5.74,5.27,11.01,0,0,0,42.1
IPL2018-02525,30-03-2018,Sunrisers Hyderabad,Punjab Kings,League,Friday,Late,Delhi,DD Sports,6.19,6.04,7.03,13.07,0,0,0,51.94
IPL2018-02526,29-03-2018,Royal Challengers Bangalore,Rajasthan Royals,League,Thursday,Late,Ahmedabad,DD Sports,5.53,4.98,6.32,11.3,0,0,0,43.8
IPL2018-02527,25-04-2018,Rajasthan Royals,Delhi Capitals,League,Wednesday,Prime,Lucknow,DD Sports,10.18,8.77,11.48,20.25,0,0,0,149.59
IPL2018-02528,29-03-2018,Royal Challengers Bangalore,Chennai Super Kings,League,Thursday,Late,Mumbai,DD Sports,8.52,8.65,9.52,18.17,1,0,0,73.13
IPL2018-02529,10-06-2018,Royal Challengers Bangalore,Chennai Super Kings,League,Sunday,Afternoon,Delhi,DD Sports,4.07,4.56,4.35,8.91,1,0,0,37.76
IPL2018-02530,05-04-2018,Gujarat Titans,Mumbai Indians,League,Thursday,Prime,Hyderabad,Star Sports,8.95,8.35,9.65,18,0,0,0,134.97
IPL2018-02531,09-05-2018,Kolkata Knight Riders,Delhi Capitals,League,Wednesday,Prime,Bengaluru,Star Sports,9.7,8.12,9.86,17.98,0,0,0,112.64
IPL2018-02532,27-03-2018,Sunrisers Hyderabad,Royal Challengers Bangalore,League,Tuesday,Late,Delhi,Star Sports,6.76,5.68,6.89,12.57,0,0,0,47.17
IPL2018-02533,30-05-2018,Sunrisers Hyderabad,Gujarat Titans,League,Wednesday,Prime,Hyderabad,Star Sports,10.08,9.44,10.92,20.36,0,0,0,138.11
IPL2018-02534,16-04-2018,Rajasthan Royals,Punjab Kings,Semi-Final,Monday,Afternoon,Mumbai,Star Sports,4.08,3.340097707,2.871824966,6.21,0,0,1,29.18
IPL2018-02535,05-04-2018,Kolkata Knight Riders,Delhi Capitals,Semi-Final,Thursday,Prime,Ahmedabad,Star Sports,12.56,11.68,13.65,25.33,0,0,0,243.94
IPL2018-02536,10-04-2018,Delhi Capitals,Mumbai Indians,League,Tuesday,Prime,Delhi,DD Sports,8.19,8.68,8.96,17.64,0,0,0,125.12
IPL2018-02537,02-04-2018,Mumbai Indians,Royal Challengers Bangalore,League,Monday,Afternoon,Mumbai,JioCinema,2.65,2.76,1.74,4.5,0,1,0,19.45
IPL2018-02538,11-04-2018,Mumbai Indians,Sunrisers Hyderabad,League,Wednesday,Late,Chandigarh,Star Sports,4.97,5.1,4.8,9.9,0,0,0,46.5
IPL2018-02539,27-03-2018,Punjab Kings,Chennai Super Kings,League,Tuesday,Late,Ahmedabad,Star Sports,6.23,4.86,8.41,13.27,0,0,0,60.73
IPL2018-02540,05-04-2018,Rajasthan Royals,Kolkata Knight Riders,League,Thursday,Late,Chandigarh,JioCinema,6.13,4.9,6.57,11.47,0,0,0,43.78
IPL2018-02541,08-05-2018,Chennai Super Kings,Sunrisers Hyderabad,League,Tuesday,Late,Bengaluru,JioCinema,6.22,6.18,6.71,12.89,0,0,0,50.27
IPL2018-02542,21-04-2018,Gujarat Titans,Chennai Super Kings,League,Saturday,Prime,Lucknow,Star Sports,8.37,8.37,7.54,15.91,0,0,0,129.98
IPL2018-02543,30-03-2018,Rajasthan Royals,Kolkata Knight Riders,Qualifier,Friday,Late,Lucknow,DD Sports,7.04,5.65,8.38,14.03,0,0,0,72.4
IPL2018-02544,12-04-2018,Mumbai Indians,Punjab Kings,League,Thursday,Late,Bengaluru,JioCinema,4.67,4.11,5.36,9.47,0,0,0,46.66
IPL2018-02545,20-05-2018,Lucknow Super Giants,Kolkata Knight Riders,Final,Sunday,Late,Kolkata,JioCinema,19.09,18.13,20.9,39.03,1,0,0,224.94
IPL2018-02546,07-04-2018,Royal Challengers Bangalore,Punjab Kings,League,Saturday,Prime,Jaipur,JioCinema,9.15,7.98,10.76,18.74,0,0,0,142.77
IPL2018-02547,29-03-2018,Delhi Capitals,Royal Challengers Bangalore,League,Thursday,Afternoon,Delhi,DD Sports,3.27,4.61,3.09,7.7,0,0,0,37.57
IPL2018-02548,30-04-2018,Chennai Super Kings,Punjab Kings,League,Monday,Late,Ahmedabad,DD Sports,5.56,4.91,5.28,10.19,0,0,0,42.74
IPL2018-02549,19-03-2018,Delhi Capitals,Sunrisers Hyderabad,League,Monday,Prime,Chennai,Star Sports,9.88,9.03,10.29,19.32,0,0,0,128.45
IPL2018-02550,10-04-2018,Chennai Super Kings,Royal Challengers Bangalore,League,Tuesday,Prime,Mumbai,DD Sports,13.78,12.59,14.15,26.74,1,0,0,199.07
IPL2018-02551,24-05-2018,Lucknow Super Giants,Kolkata Knight Riders,Eliminator,Thursday,Afternoon,Jaipur,Star Sports,2.36,3.27,1.36,4.63,0,0,0,24.68
IPL2018-02552,11-04-2018,Royal Challengers Bangalore,Gujarat Titans,League,Wednesday,Late,Chandigarh,Star Sports,5.26,5.57,6.08,11.65,0,0,0,52.92
IPL2018-02553,11-05-2018,Delhi Capitals,Chennai Super Kings,League,Friday,Prime,Delhi,DD Sports,9.73,7.57,11.15,18.72,0,0,0,120.46
IPL2018-02554,28-03-2018,Royal Challengers Bangalore,Rajasthan Royals,League,Wednesday,Afternoon,Ahmedabad,Star Sports,3.98,3.99,3.79,7.78,0,0,0,31.11
IPL2018-02555,11-04-2018,Kolkata Knight Riders,Sunrisers Hyderabad,Semi-Final,Wednesday,Prime,Ahmedabad,DD Sports,12.18,13.64,12.09,25.73,0,0,0,204.87
IPL2018-02556,09-04-2018,Lucknow Super Giants,Punjab Kings,Eliminator,Monday,Afternoon,Kolkata,DD Sports,2.23,3.32,1.7,5.02,0,0,0,24.75
IPL2018-02557,28-04-2018,Chennai Super Kings,Royal Challengers Bangalore,League,Saturday,Prime,Lucknow,Star Sports,13.55,12.79,14.72,27.51,1,0,0,208.48
IPL2018-02558,18-04-2018,Kolkata Knight Riders,Lucknow Super Giants,Eliminator,Wednesday,Late,Bengaluru,JioCinema,6.57,5.98,6.33,12.31,0,0,0,66.1
IPL2018-02559,29-05-2018,Kolkata Knight Riders,Royal Challengers Bangalore,League,Tuesday,Afternoon,Mumbai,JioCinema,4.79,3.88,3.62,7.5,0,0,0,33.38
IPL2018-02560,06-04-2018,Delhi Capitals,Lucknow Super Giants,League,Friday,Afternoon,Mumbai,Star Sports,2.79,3.24,2.49,5.73,0,0,0,24.35
IPL2018-02561,17-04-2018,Royal Challengers Bangalore,Delhi Capitals,League,Tuesday,Prime,Bengaluru,DD Sports,9.46,9.81,10.27,20.08,0,0,0,140.78
IPL2018-02562,10-04-2018,Delhi Capitals,Punjab Kings,League,Tuesday,Late,Bengaluru,DD Sports,6.39,5.94,6.75,12.69,0,0,0,56.09
IPL2018-02563,16-04-2018,Punjab Kings,Gujarat Titans,League,Monday,Late,Jaipur,JioCinema,5.91,5.25,6.48,11.73,0,0,0,45.3
IPL2018-02564,14-04-2018,Mumbai Indians,Punjab Kings,Final,Saturday,Prime,Chennai,Star Sports,31.58,30.89,32.51,63.4,1,0,0,582.92
IPL2018-02565,31-03-2018,Rajasthan Royals,Gujarat Titans,League,Saturday,Prime,Kolkata,DD Sports,8.2,8.53,9.72,18.25,0,0,0,130.13
IPL2018-02566,06-05-2018,Chennai Super Kings,Mumbai Indians,League,Sunday,Afternoon,Chandigarh,Star Sports,3.87,4.21,4.28,8.49,1,1,0,38.63
IPL2018-02567,03-04-2018,Royal Challengers Bangalore,Mumbai Indians,League,Tuesday,Late,Hyderabad,JioCinema,6.63,5.1,7.04,12.14,0,0,0,55.76
IPL2018-02568,02-04-2018,Delhi Capitals,Gujarat Titans,League,Monday,Prime,Chandigarh,JioCinema,8.82,8.28,9.42,17.7,0,0,0,139.7
IPL2018-02569,23-03-2018,Mumbai Indians,Chennai Super Kings,League,Friday,Late,Kolkata,DD Sports,6.88,6.28,7.57,13.85,1,0,0,64.12
IPL2018-02570,05-04-2018,Delhi Capitals,Gujarat Titans,League,Thursday,Late,Kolkata,Star Sports,4.92,5.02,5.11,10.13,0,0,0,49.43
IPL2018-02571,03-04-2018,Gujarat Titans,Royal Challengers Bangalore,League,Tuesday,Prime,Lucknow,DD Sports,9.58,8.56,11.59,20.15,0,0,0,158.8
IPL2018-02572,20-03-2018,Lucknow Super Giants,Gujarat Titans,League,Tuesday,Prime,Delhi,DD Sports,10.02,9.8,9.58,19.38,0,0,0,123.85
IPL2018-02573,11-04-2018,Rajasthan Royals,Chennai Super Kings,League,Wednesday,Late,Chennai,Star Sports,6.45,4.83,8.37,13.2,0,0,0,59.68
IPL2018-02574,27-05-2018,Chennai Super Kings,Royal Challengers Bangalore,League,Sunday,Late,Chennai,Star Sports,7.61,6.59,8.48,15.07,1,0,0,60.98
IPL2018-02575,25-03-2018,Mumbai Indians,Royal Challengers Bangalore,Eliminator,Sunday,Prime,Bengaluru,JioCinema,11.7,11,11.03,22.03,0,1,0,169.24
IPL2018-02576,15-04-2018,Kolkata Knight Riders,Gujarat Titans,League,Sunday,Late,Delhi,DD Sports,4.4,4.21,5.18,9.39,0,0,0,39.69
